enquiry_id,date,channel,enquiry_type,response_time_hours,agent_id,property_id,converted
ENQ-00938,2025-07-27,Email,Availability Check,1.2,Agent_21,RK-0461,False
ENQ-00939,2025-05-16,Email,Availability Check,4.9,Agent_24,RK-0040,False
ENQ-00940,2025-07-31,Email,Design Consultation,4.0,Agent_45,RK-0215,False
ENQ-00941,2025-01-12,Email,Viewing Request,1.7,Agent_12,RK-0009,False
ENQ-00942,2025-09-21,Email,Availability Check,11.9,Agent_50,RK-0388,False
ENQ-00943,2025-09-25,Email,General Enquiry,5.0,Agent_28,RK-0375,True
ENQ-00944,2024-07-11,Phone,Design Consultation,0.3,Agent_26,RK-0121,False
ENQ-00945,2025-01-14,Contact Form,Viewing Request,3.9,Agent_13,RK-0485,False
ENQ-00946,2024-06-11,WhatsApp,Pricing Question,0.8,Agent_04,RK-0173,False
ENQ-00947,2024-03-04,WhatsApp,Viewing Request,3.3,Agent_23,RK-0458,False
ENQ-00948,2024-09-15,Phone,Availability Check,1.6,Agent_35,RK-0280,False
ENQ-00949,2024-10-22,Email,Viewing Request,3.8,Agent_21,RK-0375,False
ENQ-00950,2025-01-03,Phone,Pricing Question,0.8,Agent_33,RK-0392,False
ENQ-00951,2025-11-18,Email,Availability Check,6.6,Agent_42,RK-0437,False
ENQ-00952,2025-03-26,WhatsApp,Availability Check,0.9,Agent_03,RK-0233,False
ENQ-00953,2025-05-11,WhatsApp,Viewing Request,0.7,Agent_22,RK-0093,False
ENQ-00954,2025-03-29,WhatsApp,Pricing Question,0.5,Agent_21,RK-0228,False
ENQ-00955,2025-11-17,Contact Form,Availability Check,5.2,Agent_31,RK-0279,False
ENQ-00956,2025-10-05,Email,General Enquiry,6.5,Agent_26,RK-0474,False
ENQ-00957,2024-06-23,Contact Form,General Enquiry,27.3,Agent_14,RK-0195,False
ENQ-00958,2024-11-01,WhatsApp,Viewing Request,6.9,Agent_04,RK-0164,True
ENQ-00959,2025-05-09,WhatsApp,Viewing Request,3.8,Agent_11,RK-0411,False
ENQ-00960,2024-03-26,Phone,General Enquiry,2.0,Agent_24,RK-0061,True
ENQ-00961,2025-08-20,Phone,Viewing Request,0.3,Agent_13,RK-0178,False
ENQ-00962,2024-11-02,Email,Viewing Request,10.1,Agent_14,RK-0237,False
ENQ-00963,2024-02-19,WhatsApp,Viewing Request,0.5,Agent_24,RK-0488,False
ENQ-00964,2024-05-23,Email,Viewing Request,11.0,Agent_44,RK-0448,False
ENQ-00965,2024-10-01,WhatsApp,Availability Check,0.5,Agent_03,RK-0126,False
ENQ-00966,2025-07-03,Email,General Enquiry,9.2,Agent_16,RK-0191,False
ENQ-00967,2024-06-30,WhatsApp,Availability Check,8.0,Agent_12,RK-0165,False
ENQ-00968,2025-10-03,Contact Form,Design Consultation,2.0,Agent_12,RK-0467,False
ENQ-00969,2024-09-13,Email,Availability Check,22.4,Agent_09,RK-0140,False
ENQ-00970,2025-02-02,Phone,Viewing Request,1.0,Agent_06,RK-0181,False
ENQ-00971,2024-12-20,Contact Form,General Enquiry,2.5,Agent_19,RK-0327,False
ENQ-00972,2024-10-22,Email,Viewing Request,4.2,Agent_36,RK-0209,False
ENQ-00973,2025-01-27,WhatsApp,General Enquiry,2.3,Agent_20,RK-0105,True
ENQ-00974,2024-01-27,Email,Viewing Request,1.0,Agent_20,RK-0301,False
ENQ-00975,2025-06-27,Email,Availability Check,6.8,Agent_01,RK-0249,False
ENQ-00976,2025-04-27,Phone,Design Consultation,0.2,Agent_04,RK-0114,False
ENQ-00977,2024-07-14,Contact Form,Pricing Question,2.4,Agent_13,RK-0196,True
ENQ-00978,2024-02-26,Email,General Enquiry,2.3,Agent_27,RK-0128,False
ENQ-00979,2024-08-02,WhatsApp,Viewing Request,2.1,Agent_42,RK-0228,False
ENQ-00980,2024-12-14,WhatsApp,Availability Check,0.7,Agent_19,RK-0157,False
ENQ-00981,2025-06-13,Contact Form,Pricing Question,3.6,Agent_02,RK-0056,False
ENQ-00982,2024-10-10,Email,Complaint,1.0,Agent_46,RK-0269,False
ENQ-00983,2025-05-17,Contact Form,Viewing Request,45.1,Agent_15,RK-0186,False
ENQ-00984,2025-09-09,WhatsApp,Viewing Request,1.6,Agent_17,RK-0361,False
ENQ-00985,2025-11-27,Contact Form,Availability Check,28.9,Agent_12,RK-0071,False
ENQ-00986,2025-08-13,Contact Form,Viewing Request,6.6,Agent_45,RK-0119,False
ENQ-00987,2025-05-19,Contact Form,General Enquiry,13.1,Agent_39,RK-0489,False
ENQ-00988,2025-07-02,Email,General Enquiry,1.5,Agent_28,RK-0442,False
ENQ-00989,2024-03-23,Contact Form,Viewing Request,2.4,Agent_23,RK-0281,False
ENQ-00990,2025-04-03,WhatsApp,Availability Check,1.6,Agent_34,RK-0102,False
ENQ-00991,2024-11-20,Email,Design Consultation,3.7,Agent_31,RK-0372,False
ENQ-00992,2025-07-13,Email,Design Consultation,1.0,Agent_18,RK-0411,False
ENQ-00993,2024-03-20,WhatsApp,Complaint,2.6,Agent_26,RK-0028,False
ENQ-00994,2025-05-23,Email,Pricing Question,1.3,Agent_32,RK-0486,False
ENQ-00995,2025-07-22,Email,Viewing Request,1.0,Agent_23,RK-0273,True
ENQ-00996,2025-03-31,WhatsApp,Pricing Question,8.4,Agent_22,RK-0108,False
ENQ-00997,2024-01-15,Contact Form,Viewing Request,16.3,Agent_40,RK-0353,False
ENQ-00998,2024-07-04,Email,Availability Check,8.3,Agent_01,RK-0041,False
ENQ-00999,2025-02-23,WhatsApp,Viewing Request,0.8,Agent_23,RK-0444,False
ENQ-01000,2025-04-07,WhatsApp,Availability Check,0.5,Agent_48,RK-0045,False
ENQ-01001,2024-10-06,WhatsApp,Viewing Request,0.9,Agent_04,RK-0182,False
ENQ-01002,2025-01-20,Contact Form,General Enquiry,6.0,Agent_26,RK-0340,False
ENQ-01003,2025-01-10,Email,Design Consultation,11.3,Agent_37,RK-0297,False
ENQ-01004,2025-05-07,WhatsApp,Design Consultation,5.8,Agent_24,RK-0422,False
ENQ-01005,2025-09-20,WhatsApp,Viewing Request,4.2,Agent_05,RK-0114,True
ENQ-01006,2024-02-28,Phone,Viewing Request,0.6,Agent_20,RK-0354,False
ENQ-01007,2025-04-15,Email,Availability Check,8.8,Agent_39,RK-0401,False
ENQ-01008,2025-11-18,Email,Pricing Question,9.0,Agent_46,RK-0103,False
ENQ-01009,2024-12-15,Phone,Pricing Question,2.4,Agent_17,RK-0465,True
ENQ-01010,2025-04-29,Email,Availability Check,10.9,Agent_50,RK-0037,False
ENQ-01011,2025-09-26,Phone,Pricing Question,2.8,Agent_19,RK-0044,True
ENQ-01012,2025-07-22,Phone,Design Consultation,2.6,Agent_34,RK-0267,False
ENQ-01013,2024-04-29,Email,Viewing Request,1.0,Agent_30,RK-0394,False
ENQ-01014,2025-10-09,Phone,Availability Check,0.1,Agent_16,RK-0361,False
ENQ-01015,2025-12-16,WhatsApp,Availability Check,0.5,Agent_49,RK-0411,False
ENQ-01016,2025-09-12,Phone,Complaint,0.2,Agent_05,RK-0097,False
ENQ-01017,2024-01-08,Contact Form,Complaint,1.0,Agent_46,RK-0346,False
ENQ-01018,2025-07-08,WhatsApp,Viewing Request,0.5,Agent_28,RK-0307,False
ENQ-01019,2024-03-17,Contact Form,General Enquiry,4.2,Agent_24,RK-0164,False
ENQ-01020,2025-09-12,Email,General Enquiry,19.7,Agent_05,RK-0345,False
ENQ-01021,2024-07-01,Contact Form,Viewing Request,1.3,Agent_13,RK-0272,False
ENQ-01022,2024-09-25,WhatsApp,General Enquiry,5.1,Agent_45,RK-0165,False
ENQ-01023,2025-06-01,Email,Complaint,2.6,Agent_36,RK-0162,False
ENQ-01024,2025-10-04,Email,General Enquiry,1.0,Agent_15,RK-0024,False
ENQ-01025,2024-05-21,Contact Form,Viewing Request,7.7,Agent_20,RK-0371,True
ENQ-01026,2024-07-26,Email,Viewing Request,3.7,Agent_09,RK-0283,False
ENQ-01027,2024-04-06,Contact Form,Viewing Request,2.9,Agent_36,RK-0337,False
ENQ-01028,2025-06-18,WhatsApp,Complaint,1.2,Agent_20,RK-0342,False
ENQ-01029,2024-01-23,Contact Form,Pricing Question,1.5,Agent_17,RK-0429,True
ENQ-01030,2024-01-15,Contact Form,Viewing Request,1.5,Agent_18,RK-0256,False
ENQ-01031,2024-10-03,WhatsApp,Viewing Request,0.9,Agent_39,RK-0470,False
ENQ-01032,2025-01-17,Phone,Viewing Request,1.8,Agent_38,RK-0489,False
ENQ-01033,2025-08-05,Email,Viewing Request,4.6,Agent_41,RK-0484,False
ENQ-01034,2025-03-16,Email,Availability Check,6.7,Agent_24,RK-0007,True
ENQ-01035,2025-03-13,Phone,General Enquiry,0.5,Agent_20,RK-0078,False
ENQ-01036,2025-11-20,Contact Form,General Enquiry,4.0,Agent_18,RK-0295,False
ENQ-01037,2025-03-07,Email,Design Consultation,4.3,Agent_16,RK-0035,False
ENQ-01038,2025-09-02,Contact Form,Availability Check,5.1,Agent_48,RK-0278,False
ENQ-01039,2024-06-25,Contact Form,Pricing Question,5.5,Agent_22,RK-0025,False
ENQ-01040,2025-04-01,Contact Form,Pricing Question,15.8,Agent_15,RK-0178,False
ENQ-01041,2025-08-09,WhatsApp,Design Consultation,3.4,Agent_39,RK-0458,False
ENQ-01042,2024-05-14,Phone,Pricing Question,0.2,Agent_47,RK-0036,True
ENQ-01043,2024-12-26,Email,Viewing Request,5.9,Agent_50,RK-0008,True
ENQ-01044,2025-07-08,WhatsApp,Complaint,3.3,Agent_23,RK-0115,False
ENQ-01045,2024-04-08,Email,General Enquiry,4.5,Agent_41,RK-0072,False
ENQ-01046,2024-08-18,WhatsApp,Pricing Question,2.1,Agent_49,RK-0422,False
ENQ-01047,2024-09-19,Contact Form,General Enquiry,12.3,Agent_38,RK-0125,False
ENQ-01048,2024-06-09,WhatsApp,Viewing Request,1.0,Agent_37,RK-0477,False
ENQ-01049,2024-01-02,WhatsApp,Design Consultation,0.6,Agent_44,RK-0276,False
ENQ-01050,2024-10-19,Contact Form,Availability Check,4.8,Agent_45,RK-0428,False
ENQ-01051,2025-10-19,Contact Form,Viewing Request,3.6,Agent_42,RK-0413,False
ENQ-01052,2024-04-16,Email,Viewing Request,27.3,Agent_20,RK-0202,False
ENQ-01053,2024-01-13,WhatsApp,General Enquiry,1.2,Agent_24,RK-0245,False
ENQ-01054,2024-12-19,Phone,Viewing Request,0.9,Agent_22,RK-0238,False
ENQ-01055,2025-08-15,WhatsApp,Availability Check,3.3,Agent_01,RK-0139,False
ENQ-01056,2024-12-20,Phone,General Enquiry,0.1,Agent_12,RK-0446,False
ENQ-01057,2025-03-17,Email,General Enquiry,5.2,Agent_49,RK-0234,False
ENQ-01058,2025-05-16,Contact Form,Pricing Question,3.8,Agent_17,RK-0026,False
ENQ-01059,2024-03-17,Phone,Design Consultation,0.2,Agent_30,RK-0206,True
ENQ-01060,2024-09-23,WhatsApp,General Enquiry,2.6,Agent_02,RK-0053,False
ENQ-01061,2024-02-05,Contact Form,Viewing Request,2.3,Agent_15,RK-0224,False
ENQ-01062,2025-05-25,Email,Complaint,2.4,Agent_14,RK-0297,False
ENQ-01063,2025-03-03,Email,Availability Check,4.3,Agent_18,RK-0009,False
ENQ-01064,2025-07-13,Email,Design Consultation,6.1,Agent_34,RK-0456,False
ENQ-01065,2024-09-11,WhatsApp,Pricing Question,4.8,Agent_14,RK-0078,False
ENQ-01066,2024-12-23,Email,Viewing Request,4.3,Agent_32,RK-0377,False
ENQ-01067,2025-10-22,Email,Availability Check,3.5,Agent_30,RK-0386,True
ENQ-01068,2025-09-11,WhatsApp,Viewing Request,1.6,Agent_20,RK-0343,False
ENQ-01069,2024-11-09,Contact Form,Viewing Request,9.8,Agent_49,RK-0098,False
ENQ-01070,2024-03-18,Phone,Availability Check,0.7,Agent_04,RK-0193,False
ENQ-01071,2025-01-13,WhatsApp,Pricing Question,1.1,Agent_05,RK-0102,False
ENQ-01072,2025-02-25,WhatsApp,General Enquiry,6.6,Agent_39,RK-0291,False
ENQ-01073,2025-11-03,Email,Pricing Question,3.4,Agent_36,RK-0294,False
ENQ-01074,2024-04-01,Phone,Availability Check,0.2,Agent_44,RK-0387,False
ENQ-01075,2024-04-08,Email,Availability Check,13.5,Agent_12,RK-0258,False
ENQ-01076,2025-06-05,Email,General Enquiry,17.9,Agent_35,RK-0368,True
ENQ-01077,2024-07-31,Phone,General Enquiry,2.2,Agent_09,RK-0373,False
ENQ-01078,2025-08-06,Phone,General Enquiry,0.4,Agent_24,RK-0488,False
ENQ-01079,2024-08-11,Email,Complaint,7.5,Agent_49,RK-0418,False
ENQ-01080,2025-12-22,Email,Availability Check,7.5,Agent_47,RK-0169,False
ENQ-01081,2025-06-15,Phone,Viewing Request,0.3,Agent_36,RK-0036,False
ENQ-01082,2025-06-23,Email,Pricing Question,6.6,Agent_35,RK-0359,False
ENQ-01083,2024-08-15,WhatsApp,Viewing Request,1.0,Agent_29,RK-0500,False
ENQ-01084,2025-09-17,Contact Form,Viewing Request,17.6,Agent_16,RK-0153,False
ENQ-01085,2025-10-30,Phone,Pricing Question,0.3,Agent_39,RK-0026,False
ENQ-01086,2025-12-01,WhatsApp,Design Consultation,5.8,Agent_34,RK-0312,False
ENQ-01087,2025-04-17,WhatsApp,Pricing Question,15.2,Agent_18,RK-0012,False
ENQ-01088,2024-04-18,Phone,Pricing Question,0.3,Agent_46,RK-0333,True
ENQ-01089,2025-09-05,Email,Availability Check,5.6,Agent_14,RK-0357,False
ENQ-01090,2024-06-15,Contact Form,Availability Check,22.8,Agent_40,RK-0161,True
ENQ-01091,2025-06-14,Contact Form,Availability Check,15.3,Agent_19,RK-0307,False
ENQ-01092,2024-12-11,Email,Viewing Request,5.3,Agent_19,RK-0481,False
ENQ-01093,2025-10-30,Contact Form,Viewing Request,7.5,Agent_08,RK-0170,False
ENQ-01094,2024-01-13,Email,Viewing Request,1.0,Agent_20,RK-0144,True
ENQ-01095,2024-09-10,Email,Availability Check,11.0,Agent_22,RK-0488,False
ENQ-01096,2025-03-21,Email,Viewing Request,10.7,Agent_23,RK-0367,False
ENQ-01097,2025-12-28,WhatsApp,General Enquiry,3.1,Agent_25,RK-0026,False
ENQ-01098,2025-03-04,Contact Form,Availability Check,5.5,Agent_09,RK-0236,False
ENQ-01099,2025-11-15,WhatsApp,Availability Check,3.4,Agent_38,RK-0196,False
ENQ-01100,2024-01-30,WhatsApp,Availability Check,0.5,Agent_30,RK-0213,True
ENQ-01101,2025-07-25,WhatsApp,Complaint,0.5,Agent_48,RK-0230,False
ENQ-01102,2024-05-24,Email,Complaint,7.2,Agent_38,RK-0140,False
ENQ-01103,2025-09-16,WhatsApp,General Enquiry,1.6,Agent_21,RK-0023,False
ENQ-01104,2024-12-04,Email,Pricing Question,4.1,Agent_23,RK-0219,False
ENQ-01105,2024-12-21,Contact Form,Viewing Request,15.6,Agent_28,RK-0223,False
ENQ-01106,2024-05-27,Email,Viewing Request,22.6,Agent_22,RK-0429,False
ENQ-01107,2025-01-27,Contact Form,Pricing Question,3.0,Agent_32,RK-0450,False
ENQ-01108,2024-09-07,Email,Pricing Question,18.9,Agent_46,RK-0043,False
ENQ-01109,2024-02-15,Phone,Viewing Request,0.2,Agent_44,RK-0071,False
ENQ-01110,2024-02-21,Contact Form,Pricing Question,1.0,Agent_38,RK-0355,False
ENQ-01111,2025-04-22,WhatsApp,Availability Check,1.6,Agent_09,RK-0390,True
ENQ-01112,2025-12-26,Contact Form,Availability Check,1.0,Agent_36,RK-0328,False
ENQ-01113,2025-05-12,Phone,Pricing Question,0.4,Agent_32,RK-0098,False
ENQ-01114,2024-12-16,Phone,Design Consultation,2.0,Agent_29,RK-0431,False
ENQ-01115,2024-12-12,Phone,Availability Check,1.6,Agent_24,RK-0028,False
ENQ-01116,2025-06-13,Email,Pricing Question,2.7,Agent_08,RK-0472,False
ENQ-01117,2024-09-27,Contact Form,Pricing Question,10.0,Agent_12,RK-0210,False
ENQ-01118,2025-03-06,WhatsApp,Viewing Request,1.4,Agent_28,RK-0249,False
ENQ-01119,2025-10-28,WhatsApp,Design Consultation,0.6,Agent_50,RK-0221,False
ENQ-01120,2025-03-16,Phone,Viewing Request,0.1,Agent_41,RK-0332,False
ENQ-01121,2025-11-20,Phone,Pricing Question,0.4,Agent_10,RK-0239,False
ENQ-01122,2024-12-22,WhatsApp,Viewing Request,2.3,Agent_24,RK-0026,False
ENQ-01123,2024-12-11,WhatsApp,Design Consultation,2.2,Agent_48,RK-0205,False
ENQ-01124,2025-08-05,Email,Viewing Request,9.8,Agent_23,RK-0455,False
ENQ-01125,2024-01-27,WhatsApp,Viewing Request,0.8,Agent_40,RK-0263,False
ENQ-01126,2024-03-24,Contact Form,Complaint,7.3,Agent_41,RK-0059,False
ENQ-01127,2024-12-07,Phone,Viewing Request,0.5,Agent_08,RK-0113,False
ENQ-01128,2025-12-28,Email,Design Consultation,1.0,Agent_02,RK-0347,False
ENQ-01129,2025-09-06,Phone,Viewing Request,0.1,Agent_28,RK-0366,False
ENQ-01130,2025-04-18,Email,Viewing Request,2.4,Agent_48,RK-0062,False
ENQ-01131,2024-12-31,Contact Form,Availability Check,1.0,Agent_47,RK-0487,False
ENQ-01132,2024-08-17,Email,General Enquiry,2.2,Agent_14,RK-0206,False
ENQ-01133,2024-03-22,WhatsApp,Viewing Request,2.1,Agent_10,RK-0010,False
ENQ-01134,2024-10-16,Email,Design Consultation,5.9,Agent_33,RK-0452,False
ENQ-01135,2024-05-23,Phone,Design Consultation,0.9,Agent_25,RK-0441,False
ENQ-01136,2025-10-12,Email,Pricing Question,4.0,Agent_27,RK-0340,True
ENQ-01137,2024-11-07,Contact Form,Availability Check,16.8,Agent_39,RK-0368,False
ENQ-01138,2024-02-11,WhatsApp,Availability Check,3.2,Agent_01,RK-0401,False
ENQ-01139,2025-03-12,Email,Pricing Question,1.0,Agent_46,RK-0360,False
ENQ-01140,2024-04-13,WhatsApp,Viewing Request,0.9,Agent_17,RK-0193,True
ENQ-01141,2024-06-02,Email,Complaint,5.5,Agent_05,RK-0293,True
ENQ-01142,2025-09-02,Email,Viewing Request,2.9,Agent_16,RK-0020,False
ENQ-01143,2025-03-01,Contact Form,Pricing Question,5.3,Agent_09,RK-0459,False
ENQ-01144,2025-04-14,Email,Viewing Request,1.0,Agent_21,RK-0458,False
ENQ-01145,2024-11-24,Email,General Enquiry,1.1,Agent_42,RK-0321,False
ENQ-01146,2024-06-30,Email,Design Consultation,1.0,Agent_26,RK-0437,False
ENQ-01147,2024-08-27,Phone,Availability Check,1.1,Agent_31,RK-0012,False
ENQ-01148,2024-12-01,WhatsApp,Availability Check,3.1,Agent_25,RK-0291,False
ENQ-01149,2025-03-14,Contact Form,General Enquiry,9.6,Agent_08,RK-0192,False
ENQ-01150,2025-05-30,Email,Complaint,1.1,Agent_16,RK-0154,False
ENQ-01151,2025-03-27,Email,Viewing Request,1.0,Agent_19,RK-0270,False
ENQ-01152,2025-02-02,Contact Form,Viewing Request,5.7,Agent_14,RK-0265,False
ENQ-01153,2025-02-01,Contact Form,Design Consultation,1.0,Agent_40,RK-0129,False
ENQ-01154,2024-08-28,Email,Viewing Request,15.5,Agent_07,RK-0135,False
ENQ-01155,2025-01-20,Phone,Design Consultation,0.7,Agent_14,RK-0389,True
ENQ-01156,2024-09-17,Email,Availability Check,9.9,Agent_32,RK-0036,False
ENQ-01157,2024-10-04,Phone,Pricing Question,0.1,Agent_17,RK-0202,True
ENQ-01158,2024-07-28,Email,Design Consultation,6.0,Agent_16,RK-0306,True
ENQ-01159,2024-07-26,Phone,Complaint,1.4,Agent_05,RK-0341,False
ENQ-01160,2025-09-12,Contact Form,Viewing Request,21.5,Agent_18,RK-0093,False
ENQ-01161,2024-10-20,WhatsApp,Availability Check,3.6,Agent_19,RK-0120,False
ENQ-01162,2024-03-06,WhatsApp,Viewing Request,0.6,Agent_34,RK-0158,False
ENQ-01163,2024-02-02,Email,Pricing Question,1.1,Agent_07,RK-0313,False
ENQ-01164,2024-03-19,Contact Form,Design Consultation,8.5,Agent_38,RK-0260,False
ENQ-01165,2025-09-11,WhatsApp,General Enquiry,0.5,Agent_11,RK-0013,False
ENQ-01166,2024-10-07,Phone,General Enquiry,0.1,Agent_18,RK-0010,False
ENQ-01167,2024-02-19,WhatsApp,Pricing Question,10.6,Agent_30,RK-0082,True
ENQ-01168,2024-11-28,Contact Form,Viewing Request,20.5,Agent_33,RK-0230,False
ENQ-01169,2024-04-09,Phone,Pricing Question,0.2,Agent_32,RK-0093,False
ENQ-01170,2024-08-07,Phone,Pricing Question,0.1,Agent_46,RK-0009,False
ENQ-01171,2025-01-04,Phone,General Enquiry,1.7,Agent_35,RK-0122,False
ENQ-01172,2024-11-26,Contact Form,Viewing Request,6.3,Agent_20,RK-0092,True
ENQ-01173,2025-04-11,Phone,Pricing Question,1.2,Agent_46,RK-0418,False
ENQ-01174,2025-06-13,Contact Form,Design Consultation,18.2,Agent_11,RK-0062,False
ENQ-01175,2024-10-14,Email,Availability Check,8.6,Agent_10,RK-0470,False
ENQ-01176,2025-06-17,Contact Form,Viewing Request,20.5,Agent_46,RK-0379,False
ENQ-01177,2024-11-29,Contact Form,Availability Check,7.2,Agent_12,RK-0061,False
ENQ-01178,2024-04-04,Email,Viewing Request,1.0,Agent_25,RK-0069,False
ENQ-01179,2025-09-18,WhatsApp,General Enquiry,2.0,Agent_41,RK-0263,False
ENQ-01180,2025-01-05,WhatsApp,Viewing Request,2.5,Agent_19,RK-0313,True
ENQ-01181,2025-05-04,Contact Form,Viewing Request,6.3,Agent_10,RK-0107,False
ENQ-01182,2024-03-02,WhatsApp,Pricing Question,2.2,Agent_29,RK-0342,False
ENQ-01183,2025-05-01,Phone,General Enquiry,1.1,Agent_32,RK-0266,True
ENQ-01184,2024-05-30,WhatsApp,Viewing Request,7.1,Agent_03,RK-0341,True
ENQ-01185,2024-07-11,Contact Form,Viewing Request,9.8,Agent_44,RK-0063,False
ENQ-01186,2025-12-23,Contact Form,Design Consultation,12.8,Agent_28,RK-0398,False
ENQ-01187,2025-05-26,Contact Form,Viewing Request,27.6,Agent_42,RK-0052,False
ENQ-01188,2024-07-07,WhatsApp,Pricing Question,3.7,Agent_44,RK-0165,False
ENQ-01189,2024-11-30,Email,Design Consultation,11.1,Agent_32,RK-0033,False
ENQ-01190,2025-05-10,Phone,Pricing Question,0.9,Agent_23,RK-0424,False
ENQ-01191,2024-05-24,WhatsApp,Viewing Request,5.9,Agent_22,RK-0271,True
ENQ-01192,2025-05-12,Email,Pricing Question,5.7,Agent_27,RK-0113,False
ENQ-01193,2025-03-27,Phone,Complaint,0.6,Agent_15,RK-0404,True
ENQ-01194,2024-12-04,Email,Viewing Request,13.7,Agent_44,RK-0419,False
ENQ-01195,2025-11-16,Contact Form,Pricing Question,4.6,Agent_40,RK-0259,False
ENQ-01196,2024-01-23,WhatsApp,Complaint,4.7,Agent_14,RK-0302,False
ENQ-01197,2024-11-02,Phone,Availability Check,0.1,Agent_04,RK-0206,True
ENQ-01198,2025-02-11,WhatsApp,Pricing Question,4.0,Agent_15,RK-0157,False
ENQ-01199,2025-01-21,Email,General Enquiry,5.9,Agent_10,RK-0289,True
ENQ-01200,2024-05-19,Contact Form,General Enquiry,21.1,Agent_32,RK-0400,False
